timestamp,zone_id,zone_name,lat,lon,split,temperature,incident_count,ground_truth_event,event_label,decoy,rainfall,traffic_congestion,incidents_30m,aqi,rainfall_typical,traffic_congestion_typical,incidents_30m_typical,aqi_typical,rainfall_sigma,traffic_congestion_sigma,incidents_30m_sigma,aqi_sigma,z_rainfall,z_traffic_congestion,z_incidents_30m,z_aqi,dz_rainfall,dz_traffic_congestion,dz_incidents_30m,dz_aqi,stat_score,iso_score,lstm_score,lstm_error,lstm_err_rainfall,lstm_err_traffic_congestion,lstm_err_incidents_30m,lstm_err_aqi,hybrid,strong,warning_run,confirmed_anchor,final_flag,state,pulse,wo_rainfall__hybrid,wo_rainfall__strong,wo_rainfall__state,wo_traffic_congestion__hybrid,wo_traffic_congestion__strong,wo_traffic_congestion__state,wo_incidents_30m__hybrid,wo_incidents_30m__strong,wo_incidents_30m__state,wo_aqi__hybrid,wo_aqi__strong,wo_aqi__state
2026-09-18 00:00:00,CS,C-Scheme,26.9075,75.8,train,23.0,0.0,0,,,0.0,24.3084,0.0,69.0762,0.0,23.8272,1.0,86.8118,0.5,4.0,1.5,14.1451,0.0,0.1203,-0.6667,-1.2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0002,0.0001,0.0001,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:00:00,MN,Malviya Nagar,26.854,75.818,train,23.0,0.0,0,,,0.0,23.4464,0.0,61.368,0.0,22.8094,1.0,81.2357,0.5,4.0,1.5,11.1092,0.0,0.1592,-0.6667,-1.7884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0002,0.0001,0.0001,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:00:00,MS,Mansarovar,26.849,75.762,train,23.0,0.0,0,,,0.0,21.7853,0.0,60.2259,0.0,19.7388,1.0,84.064,0.5,4.0,1.5,14.3873,0.0,0.5116,-0.6667,-1.6569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0003,0.0003,0.0001,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:00:00,SC,Sindhi Camp,26.9195,75.7997,train,23.0,0.0,0,,,0.0,27.4559,0.0,70.9472,0.0,25.5082,2.0,90.2273,0.5,4.0,1.5,15.7032,0.0,0.4869,-1.3333,-1.2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0002,0.0003,0.0,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:00:00,VN,Vaishali Nagar,26.9124,75.7273,train,23.0,0.0,0,,,0.0,19.4019,0.0,54.3024,0.0,20.2732,1.0,77.5342,0.5,4.0,1.5,17.6182,0.0,-0.2178,-0.6667,-1.3186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0001,0.0001,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:05:00,CS,C-Scheme,26.9075,75.8,train,22.9833,0.0,0,,,0.0,23.8492,0.0,66.2258,0.0,23.8272,1.0,86.8118,0.5,4.0,1.5,14.1451,0.0,0.0055,-0.6667,-1.4553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0006,0.0001,0.0015,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:05:00,MN,Malviya Nagar,26.854,75.818,train,22.9833,0.0,0,,,0.0,23.2361,0.0,59.5427,0.0,22.8094,1.0,81.2357,0.5,4.0,1.5,11.1092,0.0,0.1067,-0.6667,-1.9527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0004,0.0001,0.0011,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:05:00,MS,Mansarovar,26.849,75.762,train,22.9833,0.0,0,,,0.0,22.4041,0.0,62.2593,0.0,19.7388,1.0,84.064,0.5,4.0,1.5,14.3873,0.0,0.6663,-0.6667,-1.5156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0004,0.0003,0.0004,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:05:00,SC,Sindhi Camp,26.9195,75.7997,train,22.9833,0.0,0,,,0.0,26.2123,0.0,70.7273,0.0,25.5082,2.0,90.2273,0.5,4.0,1.5,15.7032,0.0,0.176,-1.3333,-1.2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0018,0.0003,0.0,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:05:00,VN,Vaishali Nagar,26.9124,75.7273,train,22.9833,0.0,0,,,0.0,20.9833,0.0,54.8096,0.0,20.2732,1.0,77.5342,0.5,4.0,1.5,17.6182,0.0,0.1775,-0.6667,-1.2898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0017,0.0001,0.0,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:10:00,CS,C-Scheme,26.9075,75.8,train,22.9667,1.0,0,,,0.0,24.0941,1.0,67.6015,0.0,23.8272,1.0,86.8118,0.5,4.0,1.5,14.1451,0.0,0.0667,0.0,-1.3581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0006,0.0046,0.0015,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:10:00,MN,Malviya Nagar,26.854,75.818,train,22.9667,0.0,0,,,0.0,23.74,0.0,57.9176,0.0,22.8094,1.0,81.2357,0.5,4.0,1.5,11.1092,0.0,0.2326,-0.6667,-2.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0003,0.0001,0.0028,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:10:00,MS,Mansarovar,26.849,75.762,train,22.9667,0.0,0,,,0.0,18.6363,0.0,62.4857,0.0,19.7388,1.0,84.064,0.5,4.0,1.5,14.3873,0.0,-0.2756,-0.6667,-1.4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0134,0.0002,0.0004,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:10:00,SC,Sindhi Camp,26.9195,75.7997,train,22.9667,2.0,0,,,0.0,27.1521,2.0,72.0127,0.0,25.5082,2.0,90.2273,0.5,4.0,1.5,15.7032,0.0,0.411,0.0,-1.1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0019,0.0183,0.0001,0.0,0,0,0,0,Normal,100.0,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0,0,Normal
2026-09-18 00:10:00,VN,Vaishali Nagar,26.9124,75.7273,train,22.9667,2.0,0,,,0.0,20.9925,2.0,55.5029,0.0,20.2732,1.0,77.5342,0.5,4.0,1.5,17.6182,0.0,0.1798,0.6667,-1.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0008,0.0204,0.0002,0.0001,0,0,0,0,Normal,100.0,0.0001,0,Normal,0.0,0,Normal,0.0,0,Normal,0.0002,0,Normal
